Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
air-jordan-11-retro-dmp-gratitude-black-white-metallic-gold,Air Jordan 11 Retro DMP Gratitude Black White Metallic Gold,Size,40,,,,,"",,,Shop location,,0,0,0,9,9,
air-jordan-11-retro-dmp-gratitude-black-white-metallic-gold,Air Jordan 11 Retro DMP Gratitude Black White Metallic Gold,Size,41,,,,,"",,,Shop location,,0,0,0,9,9,
air-jordan-11-retro-dmp-gratitude-black-white-metallic-gold,Air Jordan 11 Retro DMP Gratitude Black White Metallic Gold,Size,42,,,,,"",,,Shop location,,0,0,0,29,29,
air-jordan-11-retro-dmp-gratitude-black-white-metallic-gold,Air Jordan 11 Retro DMP Gratitude Black White Metallic Gold,Size,43,,,,,"",,,Shop location,,0,0,0,9,9,
air-jordan-11-retro-dmp-gratitude-black-white-metallic-gold,Air Jordan 11 Retro DMP Gratitude Black White Metallic Gold,Size,44,,,,,"",,,Shop location,,0,0,0,9,9,
travis-scott-x-nike-air-max-1-baroque-brown,TRAVIS SCOTT X NIKE AIR MAX 1 'BAROQUE BROWN',Size,40,,,,,"",,,Shop location,,0,0,0,8,8,
travis-scott-x-nike-air-max-1-baroque-brown,TRAVIS SCOTT X NIKE AIR MAX 1 'BAROQUE BROWN',Size,41,,,,,"",,,Shop location,,0,0,0,8,8,
travis-scott-x-nike-air-max-1-baroque-brown,TRAVIS SCOTT X NIKE AIR MAX 1 'BAROQUE BROWN',Size,42,,,,,"",,,Shop location,,0,0,0,8,8,
travis-scott-x-nike-air-max-1-baroque-brown,TRAVIS SCOTT X NIKE AIR MAX 1 'BAROQUE BROWN',Size,43,,,,,"",,,Shop location,,0,0,0,8,8,
travis-scott-x-nike-air-max-1-baroque-brown,TRAVIS SCOTT X NIKE AIR MAX 1 'BAROQUE BROWN',Size,44,,,,,"",,,Shop location,,0,0,0,8,8,
canvas-new-balance-xc-72-beige-black-snekers,"Canvas New Balance Xc 72 Beige Black, Snekers",Size,40,,,,,"",,,Shop location,,0,0,0,8,8,
canvas-new-balance-xc-72-beige-black-snekers,"Canvas New Balance Xc 72 Beige Black, Snekers",Size,41,,,,,"",,,Shop location,,0,0,0,8,8,
canvas-new-balance-xc-72-beige-black-snekers,"Canvas New Balance Xc 72 Beige Black, Snekers",Size,42,,,,,"",,,Shop location,,0,0,0,8,8,
canvas-new-balance-xc-72-beige-black-snekers,"Canvas New Balance Xc 72 Beige Black, Snekers",Size,43,,,,,"",,,Shop location,,0,0,0,8,8,
canvas-new-balance-xc-72-beige-black-snekers,"Canvas New Balance Xc 72 Beige Black, Snekers",Size,44,,,,,"",,,Shop location,,0,0,0,8,8,
louis-vuitton-skate-sneaker,Louis Vuitton Skate Sneaker,Size,40,,,,,"",,,Shop location,,0,0,0,8,8,
louis-vuitton-skate-sneaker,Louis Vuitton Skate Sneaker,Size,41,,,,,"",,,Shop location,,0,0,0,8,8,
louis-vuitton-skate-sneaker,Louis Vuitton Skate Sneaker,Size,42,,,,,"",,,Shop location,,0,0,0,8,8,
louis-vuitton-skate-sneaker,Louis Vuitton Skate Sneaker,Size,43,,,,,"",,,Shop location,,0,0,0,8,8,
louis-vuitton-skate-sneaker,Louis Vuitton Skate Sneaker,Size,44,,,,,"",,,Shop location,,0,0,0,8,8,
nike-air-max-90-tan-olive-orange,Nike Air Max 90 Tan Olive Orange,Size,40,,,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Blue,Size,Small,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,White,Size,Large,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,White,Size,Small,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Pink,Size,Large,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Pink,Size,Small,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Brown,Size,Large,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Brown,Size,Small,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Red,Size,Large,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Red,Size,Small,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Yellow,Size,Large,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Yellow,Size,Small,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Purple,Size,Large,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Purple,Size,Small,,,"",,,Shop location,,0,0,0,8,8,
blackie,Blackie,Title,Default Title,,,,,"",,,Shop location,,0,0,0,10,10,
palm-angels,Palm angels,Color,Black,Size,xl,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,Black,Size,m,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,Black,Size,l,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,Black,Size,xxl,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,White,Size,xl,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,White,Size,m,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,White,Size,l,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,White,Size,xxl,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,Green,Size,xl,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,Green,Size,m,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,Green,Size,l,,,"",,,Shop location,,0,0,0,8,8,
palm-angels,Palm angels,Color,Green,Size,xxl,,,"",,,Shop location,,0,0,0,8,8,
brooklyn,Brooklyn,Color,Black,Size,xxl,,,"",,,Shop location,,0,0,0,16,16,
brooklyn,Brooklyn,Color,Black,Size,m,,,"",,,Shop location,,0,0,0,16,16,
brooklyn,Brooklyn,Color,Black,Size,l,,,"",,,Shop location,,0,0,0,16,16,
brooklyn,Brooklyn,Color,Black,Size,xl,,,"",,,Shop location,,0,0,0,16,16,
brooklyn,Brooklyn,Color,Brown,Size,xxl,,,"",,,Shop location,,0,0,0,16,16,
brooklyn,Brooklyn,Color,Brown,Size,m,,,"",,,Shop location,,0,0,0,16,16,
brooklyn,Brooklyn,Color,Brown,Size,l,,,"",,,Shop location,,0,0,0,16,16,
brooklyn,Brooklyn,Color,Brown,Size,xl,,,"",,,Shop location,,0,0,0,16,16,
h-smile,H-smile,Title,Default Title,,,,,"",,,Shop location,,0,0,0,17,17,
supreme,Supreme,Title,Default Title,,,,,"",,,Shop location,,0,0,0,7,7,
essentials,Essentials,Size,xl,,,,,"",,,Shop location,,0,0,0,8,8,
essentials,Essentials,Size,l,,,,,"",,,Shop location,,0,0,0,8,8,
essentials,Essentials,Size,m,,,,,"",,,Shop location,,0,0,0,8,8,
essentials,Essentials,Size,xxl,,,,,"",,,Shop location,,0,0,0,8,8,
air-jordan-4-black-white-gray,Air Jordan 4,Size,40,,,,,"",,,Shop location,,0,0,0,9,9,
air-jordan-4-black-white-gray,Air Jordan 4,Size,41,,,,,"",,,Shop location,,0,0,0,9,9,
air-jordan-4-black-white-gray,Air Jordan 4,Size,42,,,,,"",,,Shop location,,0,0,0,9,9,
air-jordan-4-black-white-gray,Air Jordan 4,Size,43,,,,,"",,,Shop location,,0,0,0,9,9,
jordan-1-low-brown,Jordan 1 low:[brown],Size,39,,,,,"",,,Shop location,,0,0,0,8,8,
jordan-1-low-brown,Jordan 1 low:[brown],Size,40,,,,,"",,,Shop location,,0,0,0,8,8,
jordan-1-low-brown,Jordan 1 low:[brown],Size,41,,,,,"",,,Shop location,,0,0,0,8,8,
jordan-1-low-brown,Jordan 1 low:[brown],Size,42,,,,,"",,,Shop location,,0,0,0,8,8,
jordan-1-low-brown,Jordan 1 low:[brown],Size,43,,,,,"",,,Shop location,,0,0,0,8,8,
jordan-1-low-brown,Jordan 1 low:[brown],Size,44,,,,,"",,,Shop location,,0,0,0,8,8,
g-vest,G-Vest,Color,purple,Size,xxl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,red,Size,xl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,red,Size,l,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,red,Size,m,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,red,Size,xxl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,yellow,Size,xl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,yellow,Size,l,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,yellow,Size,m,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,yellow,Size,xxl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,green,Size,xl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,green,Size,l,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,green,Size,m,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,green,Size,xxl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,white,Size,xl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,white,Size,l,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,white,Size,m,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,white,Size,xxl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,silver,Size,xl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,silver,Size,l,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,silver,Size,m,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,silver,Size,xxl,,,"",,,Shop location,,0,0,0,11,11,
d-g-sn-shoes,D&G SN shoes,Size,40,,,,,"",,,Shop location,,0,0,0,8,8,
d-g-sn-shoes,D&G SN shoes,Size,41,,,,,"",,,Shop location,,0,0,0,8,8,
d-g-sn-shoes,D&G SN shoes,Size,42,,,,,"",,,Shop location,,0,0,0,8,8,
women-top,women top,Color,Black,Size,M,,,"",,,Shop location,,0,0,0,8,8,
women-top,women top,Color,Black,Size,L,,,"",,,Shop location,,0,0,0,8,8,
women-top,women top,Color,Gray,Size,M,,,"",,,Shop location,,0,0,0,8,8,
women-top,women top,Color,Gray,Size,L,,,"",,,Shop location,,0,0,0,8,8,
women-top,women top,Color,Brown,Size,M,,,"",,,Shop location,,0,0,0,7,7,
women-top,women top,Color,Brown,Size,L,,,"",,,Shop location,,0,0,0,8,8,
women-top,women top,Color,White,Size,M,,,"",,,Shop location,,0,0,0,8,8,
women-top,women top,Color,White,Size,L,,,"",,,Shop location,,0,0,0,8,8,
shorts,shorts,Title,Default Title,,,,,"",,,Shop location,,0,0,0,16,16,
winter-jackets,winter jackets,Color,Black,,,,,"",,,Shop location,,0,0,0,8,8,
winter-jackets,winter jackets,Color,White,,,,,"",,,Shop location,,0,0,0,7,7,
winter-jackets,winter jackets,Color,Brown,,,,,"",,,Shop location,,0,0,0,8,8,
winter-jackets,winter jackets,Color,Green,,,,,"",,,Shop location,,0,0,0,8,8,
winter-jackets,winter jackets,Color,gray,,,,,"",,,Shop location,,0,0,0,8,8,
women-leather-coats,Women Leather coats,Title,Default Title,,,,,"",,,Shop location,,0,0,0,8,8,
north-face-bomberjackets,North face bomberjackets,Size,xl,,,,,"",,,Shop location,,0,0,0,9,9,
north-face-bomberjackets,North face bomberjackets,Size,l,,,,,"",,,Shop location,,0,0,0,7,7,
north-face-bomberjackets,North face bomberjackets,Size,m,,,,,"",,,Shop location,,0,0,0,7,7,
north-face-bomberjackets,North face bomberjackets,Size,xxl,,,,,"",,,Shop location,,0,0,0,7,7,
jordan-ones-greenfield,Jordan ones greenfield,Size,40,,,,,"",,,Shop location,,0,0,0,6,6,
jordan-ones-greenfield,Jordan ones greenfield,Size,41,,,,,"",,,Shop location,,0,0,0,6,6,
jordan-ones-greenfield,Jordan ones greenfield,Size,42,,,,,"",,,Shop location,,0,0,0,6,6,
jordan-ones-greenfield,Jordan ones greenfield,Size,43,,,,,"",,,Shop location,,0,0,0,6,6,
nike-socks,5 pairs Nike socks,Color,Black,Size,Large,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Black,Size,Small,,,"",,,Shop location,,0,0,0,8,8,
nike-socks,5 pairs Nike socks,Color,Blue,Size,Large,,,"",,,Shop location,,0,0,0,8,8,
yeezy-slides,Yeezy slides,Color,Brown,,,,,"",,,Shop location,,0,0,0,9,9,
celine-hat,Celine hat,Color,Black,,,,,"",,,Shop location,,0,0,0,16,16,
celine-hat,Celine hat,Color,White,,,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,Black,Size,40,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,Black,Size,41,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,Black,Size,42,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,Black,Size,43,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,White,Size,40,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,White,Size,41,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,White,Size,42,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,White,Size,43,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,Gray,Size,40,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,Gray,Size,41,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,Gray,Size,42,,,"",,,Shop location,,0,0,0,9,9,
yeezy-boost,yeezy boost,Color,Gray,Size,43,,,"",,,Shop location,,0,0,0,9,9,
men-s-shirt,Men’s shirt,Size,M,Color,Black,,,"",,,Shop location,,0,0,0,9,9,
men-s-shirt,Men’s shirt,Size,M,Color,Brown,,,"",,,Shop location,,0,0,0,19,19,
men-s-shirt,Men’s shirt,Size,M,Color,White,,,"",,,Shop location,,0,0,0,9,9,
men-s-shirt,Men’s shirt,Size,M,Color,Tane,,,"",,,Shop location,,0,0,0,9,9,
men-s-shirt,Men’s shirt,Size,M,Color,Gray,,,"",,,Shop location,,0,0,0,9,9,
men-s-shirt,Men’s shirt,Size,L,Color,Black,,,"",,,Shop location,,0,0,0,9,9,
men-s-shirt,Men’s shirt,Size,L,Color,Brown,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,L,Color,White,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,L,Color,Tane,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,L,Color,Gray,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,XL,Color,Black,,,"",,,Shop location,,0,0,0,9,9,
men-s-shirt,Men’s shirt,Size,XL,Color,Brown,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,XL,Color,White,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,XL,Color,Tane,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,XL,Color,Gray,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,XXL,Color,Black,,,"",,,Shop location,,0,0,0,9,9,
men-s-shirt,Men’s shirt,Size,XXL,Color,Brown,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,XXL,Color,White,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,XXL,Color,Tane,,,"",,,Shop location,,0,0,0,7,7,
men-s-shirt,Men’s shirt,Size,XXL,Color,Gray,,,"",,,Shop location,,0,0,0,7,7,
g-vest,G-Vest,Color,black,Size,xl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,black,Size,l,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,black,Size,m,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,black,Size,xxl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,beige,Size,xl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,beige,Size,l,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,beige,Size,m,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,beige,Size,xxl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,blue,Size,xl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,blue,Size,l,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,blue,Size,m,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,blue,Size,xxl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,purple,Size,xl,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,purple,Size,l,,,"",,,Shop location,,0,0,0,11,11,
g-vest,G-Vest,Color,purple,Size,m,,,"",,,Shop location,,0,0,0,11,11,
new-balance-550,New balance 550,Size,42,Color,Black,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,42,Color,Blue,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,42,Color,White,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,42,Color,Brown,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,42,Color,Red,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,42,Color,Pink,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,42,Color,Green,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,42,Color,Gray,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,43,Color,Black,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,43,Color,Blue,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,43,Color,White,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,43,Color,Brown,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,43,Color,Red,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,43,Color,Pink,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,43,Color,Green,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,43,Color,Gray,,,"",,,Shop location,,0,0,0,5,5,
balenciaga-2020-shut,Balenciaga 2020 Shut,Size,40,,,,,"",,,Shop location,,0,0,0,9,9,
balenciaga-2020-shut,Balenciaga 2020 Shut,Size,41,,,,,"",,,Shop location,,0,0,0,9,9,
balenciaga-2020-shut,Balenciaga 2020 Shut,Size,42,,,,,"",,,Shop location,,0,0,0,9,9,
balenciaga-2020-shut,Balenciaga 2020 Shut,Size,43,,,,,"",,,Shop location,,0,0,0,9,9,
hats-caps,Hats  // caps,Style,Celine,,,,,"",,,Shop location,,0,0,0,8,8,
hats-caps,Hats  // caps,Style,Dior,,,,,"",,,Shop location,,0,0,0,8,8,
hats-caps,Hats  // caps,Style,Nike,,,,,"",,,Shop location,,0,0,0,8,8,
hats-caps,Hats  // caps,Style,non,,,,,"",,,Shop location,,0,0,0,8,8,
hats-caps,Hats  // caps,Style,Balenciaga,,,,,"",,,Shop location,,0,0,0,8,8,
air,AIR,Size,40,Color,Black,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,40,Color,White,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,40,Color,Brown,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,40,Color,Gray,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,40,Color,black&white,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,40,Color,white&gray,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,41,Color,Black,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,41,Color,White,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,41,Color,Brown,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,41,Color,Gray,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,41,Color,black&white,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,41,Color,white&gray,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,42,Color,Black,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,42,Color,White,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,42,Color,Brown,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,42,Color,Gray,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,42,Color,black&white,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,42,Color,white&gray,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,43,Color,Black,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,43,Color,White,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,43,Color,Brown,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,43,Color,Gray,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,43,Color,black&white,,,"",,,Shop location,,0,0,0,9,9,
air,AIR,Size,43,Color,white&gray,,,"",,,Shop location,,0,0,0,9,9,
yeezy-slides,Yeezy slides,Color,Black,,,,,"",,,Shop location,,0,0,0,9,9,
str,Str-gaze,Color,Blue,Size,40,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Blue,Size,41,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Blue,Size,42,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Blue,Size,43,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Blue,Size,39,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Pink,Size,40,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Pink,Size,41,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Pink,Size,42,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Pink,Size,43,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Pink,Size,39,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Green,Size,40,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Green,Size,41,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Green,Size,42,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Green,Size,43,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Green,Size,39,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Purple,Size,40,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Purple,Size,41,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Purple,Size,42,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Purple,Size,43,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Purple,Size,39,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,White,Size,40,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,White,Size,41,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,White,Size,42,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,White,Size,43,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,White,Size,39,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Gray,Size,40,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Gray,Size,41,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Gray,Size,42,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Gray,Size,43,,,"",,,Shop location,,0,0,0,5,5,
str,Str-gaze,Color,Gray,Size,39,,,"",,,Shop location,,0,0,0,5,5,
air-jordan-4,Air Jordan 4,Size,40,,,,,"",,,Shop location,,0,0,0,8,8,
air-jordan-4,Air Jordan 4,Size,41,,,,,"",,,Shop location,,0,0,0,8,8,
air-jordan-4,Air Jordan 4,Size,42,,,,,"",,,Shop location,,0,0,0,8,8,
air-jordan-4,Air Jordan 4,Size,43,,,,,"",,,Shop location,,0,0,0,8,8,
new-balance-550,New balance 550,Size,40,Color,Black,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,40,Color,Blue,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,40,Color,White,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,40,Color,Brown,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,40,Color,Red,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,40,Color,Pink,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,40,Color,Green,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,40,Color,Gray,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,41,Color,Black,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,41,Color,Blue,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,41,Color,White,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,41,Color,Brown,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,41,Color,Red,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,41,Color,Pink,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,41,Color,Green,,,"",,,Shop location,,0,0,0,5,5,
new-balance-550,New balance 550,Size,41,Color,Gray,,,"",,,Shop location,,0,0,0,5,5,
alexandre-mcqueen,Alexandre McQueen,Size,40,Color,White,,,"",,,Shop location,,0,0,0,5,5,
alexandre-mcqueen,Alexandre McQueen,Size,40,Color,Black&white,,,"",,,Shop location,,0,0,0,5,5,
alexandre-mcqueen,Alexandre McQueen,Size,40,Color,Blue,,,"",,,Shop location,,0,0,0,5,5,
alexandre-mcqueen,Alexandre McQueen,Size,40,Color,Red,,,"",,,Shop location,,0,0,0,5,5,
alexandre-mcqueen,Alexandre McQueen,Size,41,Color,White,,,"",,,Shop location,,0,0,0,5,5,
alexandre-mcqueen,Alexandre McQueen,Size,41,Color,Black&white,,,"",,,Shop location,,0,0,0,5,5,
alexandre-mcqueen,Alexandre McQueen,Size,41,Color,Blue,,,"",,,Shop location,,0,0,0,5,5,
alexandre-mcqueen,Alexandre McQueen,Size,41,Color,Red,,,"",,,Shop location,,0,0,0,5,5,
alexandre-mcqueen,Alexandre McQueen,Size,42,Color,White,,,"",,,Shop location,,0,0,0,5,5,
